Date,Open,High,Low,Close,Adj Close,Volume
2021-01-11,11.000000,11.000000,10.650000,10.680000,10.680000,3400
2021-01-12,10.700000,10.890000,10.700000,10.750000,10.750000,183300
2021-01-13,11.610000,11.610000,10.540000,10.750000,10.750000,8800
2021-01-14,10.940000,14.490000,10.650000,13.290000,13.290000,5311900
2021-01-15,12.770000,13.300000,12.390000,12.770000,12.770000,1379800
2021-01-19,13.000000,13.000000,12.150000,12.390000,12.390000,772000
2021-01-20,12.450000,12.490000,12.000000,12.200000,12.200000,545800
2021-01-21,12.210000,12.300000,11.760000,12.060000,12.060000,909300
2021-01-22,12.010000,12.240000,11.800000,12.060000,12.060000,533100
2021-01-25,12.400000,12.650000,12.010000,12.530000,12.530000,678300
2021-01-26,12.630000,12.790000,12.440000,12.700000,12.700000,597600
2021-01-27,12.150000,12.260000,11.700000,11.850000,11.850000,560600
2021-01-28,11.900000,12.045000,11.670000,11.800000,11.800000,824700
2021-01-29,11.710000,11.830000,11.600000,11.700000,11.700000,436300
2021-02-01,11.860000,12.470000,11.580000,12.450000,12.450000,741900
2021-02-02,12.480000,12.880000,12.480000,12.820000,12.820000,547200
2021-02-03,12.940000,12.980000,12.650000,12.870000,12.870000,458500
2021-02-04,12.990000,13.000000,12.800000,12.970000,12.970000,250500
2021-02-05,12.990000,13.880000,12.840000,13.580000,13.580000,713600
2021-02-08,13.600000,13.870000,13.410000,13.710000,13.710000,1063400
2021-02-09,13.900000,13.900000,13.410000,13.650000,13.650000,516600
2021-02-10,13.870000,13.870000,12.890000,13.370000,13.370000,363400
2021-02-11,13.350000,13.543000,12.730000,13.210000,13.210000,455000
2021-02-12,13.400000,13.870000,13.250000,13.660000,13.660000,747400
2021-02-16,13.850000,13.980000,13.450000,13.540000,13.540000,571900
2021-02-17,13.110000,13.110000,10.860000,11.150000,11.150000,6877100
2021-02-18,11.560000,11.750000,11.110000,11.200000,11.200000,6183200
2021-02-19,11.200000,11.760000,10.970000,11.000000,11.000000,3061800
2021-02-22,10.900000,11.000000,10.690000,10.740000,10.740000,1614900
2021-02-23,10.500000,10.550000,10.090000,10.410000,10.410000,2089900
2021-02-24,10.390000,10.810000,10.368000,10.640000,10.640000,1248000
2021-02-25,10.480000,10.800000,10.250000,10.510000,10.510000,1363900
2021-02-26,10.420000,10.690000,10.320000,10.480000,10.480000,811000
2021-03-01,10.630000,10.644000,10.360000,10.420000,10.420000,821200
2021-03-02,10.390000,10.540000,10.290000,10.470000,10.470000,1287900
2021-03-03,10.450000,10.450000,10.050000,10.120000,10.120000,881900
2021-03-04,10.190000,10.190000,9.861000,9.970000,9.970000,1857500
2021-03-05,9.980000,10.280000,9.850000,10.180000,10.180000,2131900
2021-03-08,10.270000,10.300000,10.130000,10.160000,10.160000,776800
2021-03-09,10.180000,10.250000,10.100000,10.130000,10.130000,321400
2021-03-10,10.140000,10.180000,10.020000,10.020000,10.020000,872400
2021-03-11,10.110000,10.282000,9.990000,10.200000,10.200000,777700
2021-03-12,10.180000,10.270000,10.080000,10.200000,10.200000,270300
2021-03-15,10.260000,10.430000,10.220000,10.220000,10.220000,423700
2021-03-16,10.320000,10.320000,10.150000,10.190000,10.190000,221500
2021-03-17,10.190000,10.200000,10.050000,10.100000,10.100000,371000
2021-03-18,10.100000,10.140000,10.050000,10.080000,10.080000,182900
2021-03-19,10.080000,10.210000,10.080000,10.150000,10.150000,251900
2021-03-22,10.197000,10.210000,10.090000,10.120000,10.120000,304900
2021-03-23,10.090000,10.120000,9.970000,10.060000,10.060000,772500
2021-03-24,10.160000,10.210000,9.940000,9.950000,9.950000,462200
2021-03-25,9.866000,10.017000,9.800000,10.010000,10.010000,305300
2021-03-26,10.030000,10.120000,10.000000,10.050000,10.050000,128900
2021-03-29,10.120000,10.120000,9.970000,10.000000,10.000000,145900
2021-03-30,10.000000,10.030000,9.960000,9.960000,9.960000,163500
2021-03-31,10.030000,10.050000,9.970000,10.000000,10.000000,760400
2021-04-01,10.020000,10.050000,10.000000,10.020000,10.020000,364600
2021-04-05,10.000000,10.030000,9.960000,9.960000,9.960000,304300
2021-04-06,9.960000,9.990000,9.950000,9.970000,9.970000,249800
2021-04-07,9.990000,10.000000,9.970000,9.970000,9.970000,120100
2021-04-08,9.960000,9.990000,9.960000,9.990000,9.990000,119600
2021-04-09,9.970000,9.980000,9.950000,9.980000,9.980000,113300
2021-04-12,10.000000,10.000000,9.950000,9.960000,9.960000,176800
2021-04-13,9.950000,9.980000,9.950000,9.960000,9.960000,139900
2021-04-14,9.950000,9.980000,9.950000,9.970000,9.970000,194500
2021-04-15,9.980000,10.010000,9.963000,10.000000,10.000000,177400
2021-04-16,9.980000,10.045000,9.935000,9.980000,9.980000,352900
2021-04-19,9.950000,9.990000,9.950000,9.980000,9.980000,453300
2021-04-20,9.970000,9.980000,9.960000,9.970000,9.970000,231700
2021-04-21,9.960000,10.008000,9.960000,9.970000,9.970000,70700
2021-04-22,9.970000,10.020000,9.970000,10.000000,10.000000,61900
2021-04-23,9.970000,10.010000,9.970000,10.000000,10.000000,225200
2021-04-26,10.010000,10.040000,9.970000,9.990000,9.990000,99800
2021-04-27,10.000000,10.010000,9.960000,9.990000,9.990000,138000
2021-04-28,9.990000,10.010000,9.971000,9.990000,9.990000,40100
2021-04-29,9.980000,10.020000,9.970000,9.980000,9.980000,70600
2021-04-30,9.970000,9.990000,9.970000,9.980000,9.980000,58900
2021-05-03,10.020000,10.040000,9.981000,10.020000,10.020000,965600
2021-05-04,10.050000,10.050000,9.980000,10.000000,10.000000,153100
2021-05-05,10.010000,10.020000,9.980000,9.980000,9.980000,357000
2021-05-06,9.990000,10.000000,9.980000,9.980000,9.980000,223400
2021-05-07,9.980000,10.000000,9.980000,9.990000,9.990000,167900
2021-05-10,9.990000,10.005000,9.980000,10.000000,10.000000,82400
2021-05-11,9.990000,9.990000,9.975000,9.980000,9.980000,139700
2021-05-12,9.980000,9.995000,9.980000,9.990000,9.990000,271100
2021-05-13,9.980000,10.010000,9.980000,9.980000,9.980000,125000
